63.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DATA_ACCESS,INFO;DB,FINEST;NBA,INFO;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,FINE
13:29:10.1 (21936718)|STATEMENT_EXECUTE|[10]
13:29:10.1 (21948908)|METHOD_ENTRY|[10]|01pO900000BOYJx|TfB_CartConfigurationServiceHelper.getCartConfigEntity()
13:29:10.1 (22135366)|HEAP_ALLOCATE|[4]|Bytes:5
13:29:10.1 (22142485)|STATEMENT_EXECUTE|[3]
13:29:10.1 (22143913)|STATEMENT_EXECUTE|[4]
13:29:10.1 (22248388)|HEAP_ALLOCATE|[4]|Bytes:24
13:29:10.1 (22273742)|CONSTRUCTOR_ENTRY|[4]|01pO900000BOYJx|<init>()|TfB_CartConfigurationServiceHelper.TfB_CartConfigurationEntity
13:29:10.1 (22308422)|VARIABLE_SCOPE_BEGIN|[23]|this|TfB_CartConfigurationServiceHelper.TfB_CartConfigurationEntity|true|false
13:29:10.1 (22377820)|VARIABLE_ASSIGNMENT|[23]|this|{}|0x2f48752f
13:29:10.1 (22398652)|STATEMENT_EXECUTE|[23]
13:29:10.1 (22400028)|STATEMENT_EXECUTE|[24]
13:29:10.1 (22401292)|STATEMENT_EXECUTE|[25]
13:29:10.1 (22402603)|STATEMENT_EXECUTE|[26]
13:29:10.1 (22403846)|STATEMENT_EXECUTE|[27]
13:29:10.1 (22405041)|STATEMENT_EXECUTE|[28]
13:29:10.1 (22408239)|CONSTRUCTOR_EXIT|[4]|01pO900000BOYJx|<init>()|TfB_CartConfigurationServiceHelper.TfB_CartConfigurationEntity
13:29:10.1 (22414419)|VARIABLE_SCOPE_BEGIN|[4]|cartConfig|TfB_CartConfigurationServiceHelper.TfB_CartConfigurationEntity|true|false
13:29:10.1 (22429764)|VARIABLE_ASSIGNMENT|[4]|cartConfig|{}|0x2f48752f
13:29:10.1 (22434251)|STATEMENT_EXECUTE|[5]
13:29:10.1 (22441912)|METHOD_ENTRY|[5]|01pO900000BOYJx|TfB_CartConfigurationServiceHelper.getConfiguration()
13:29:10.1 (22460951)|HEAP_ALLOCATE|[14]|Bytes:5
13:29:10.1 (22464555)|STATEMENT_EXECUTE|[13]
13:29:10.1 (22465807)|STATEMENT_EXECUTE|[14]
13:29:10.1 (22628752)|HEAP_ALLOCATE|[14]|Bytes:24
13:29:10.1 (22639808)|CONSTRUCTOR_ENTRY|[14]|01pO900000BOYJx|<init>()|TfB_CartConfigurationServiceHelper.Configuration
13:29:10.1 (22654531)|VARIABLE_SCOPE_BEGIN|[31]|this|TfB_CartConfigurationServiceHelper.Configuration|true|false
13:29:10.1 (22700845)|VARIABLE_ASSIGNMENT|[31]|this|{}|0x4e34ce7d
13:29:10.1 (22715376)|STATEMENT_EXECUTE|[31]
13:29:10.1 (22716672)|STATEMENT_EXECUTE|[32]
13:29:10.1 (22717739)|STATEMENT_EXECUTE|[33]
13:29:10.1 (22718892)|STATEMENT_EXECUTE|[34]
13:29:10.1 (22720222)|STATEMENT_EXECUTE|[35]
13:29:10.1 (22721374)|STATEMENT_EXECUTE|[36]
13:29:10.1 (22724200)|CONSTRUCTOR_EXIT|[14]|01pO900000BOYJx|<init>()|TfB_CartConfigurationServiceHelper.Configuration
13:29:10.1 (22730287)|VARIABLE_SCOPE_BEGIN|[14]|configuration|TfB_CartConfigurationServiceHelper.Configuration|true|false
13:29:10.1 (22744729)|VARIABLE_ASSIGNMENT|[14]|configuration|{}|0x4e34ce7d
13:29:10.1 (22749557)|STATEMENT_EXECUTE|[15]
13:29:10.1 (22758584)|HEAP_ALLOCATE|[15]|Bytes:4
13:29:10.1 (22791630)|SYSTEM_CONSTRUCTOR_ENTRY|[15]|<init>()
13:29:10.1 (22805934)|SYSTEM_CONSTRUCTOR_EXIT|[15]|<init>()
13:29:10.1 (22825902)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:29:10.1 (22839329)|VARIABLE_ASSIGNMENT|[15]|this.offerSubTypeValues|[]|0x4e34ce7d
13:29:10.1 (22844637)|STATEMENT_EXECUTE|[16]
13:29:10.1 (22849261)|HEAP_ALLOCATE|[16]|Bytes:4
13:29:10.1 (22853974)|SYSTEM_CONSTRUCTOR_ENTRY|[16]|<init>()
13:29:10.1 (22860010)|SYSTEM_CONSTRUCTOR_EXIT|[16]|<init>()
13:29:10.1 (22867211)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:29:10.1 (22871910)|VARIABLE_ASSIGNMENT|[16]|this.addOnSubTypeValues|[]|0x4e34ce7d
13:29:10.1 (22876195)|STATEMENT_EXECUTE|[17]
13:29:10.1 (22879309)|HEAP_ALLOCATE|[17]|Bytes:1
13:29:10.1 (22887481)|VARIABLE_ASSIGNMENT|[17]|this.numberOfLines|"2"|0x4e34ce7d
13:29:10.1 (22891565)|STATEMENT_EXECUTE|[18]
13:29:10.1 (22897444)|HEAP_ALLOCATE|[18]|Bytes:5
13:29:10.1 (22904672)|VARIABLE_ASSIGNMENT|[18]|this.showNewCustomerFlow|true|0x4e34ce7d
13:29:10.1 (22908487)|STATEMENT_EXECUTE|[19]
13:29:10.1 (22912662)|HEAP_ALLOCATE|[19]|Bytes:5
13:29:10.1 (22917203)|VARIABLE_ASSIGNMENT|[19]|this.showAALFlow|false|0x4e34ce7d
13:29:10.1 (22921345)|STATEMENT_EXECUTE|[20]
13:29:10.1 (22929585)|METHOD_EXIT|[5]|01pO900000BOYJx|TfB_CartConfigurationServiceHelper.getConfiguration()
13:29:10.1 (22939560)|VARIABLE_ASSIGNMENT|[5]|this.plan|0x4e34ce7d|0x2f48752f
13:29:10.1 (22944377)|STATEMENT_EXECUTE|[6]
13:29:10.1 (22949177)|METHOD_ENTRY|[6]|01pO900000BOYJx|TfB_CartConfigurationServiceHelper.getConfiguration()
13:29:10.1 (22963636)|HEAP_ALLOCATE|[14]|Bytes:5
13:29:10.1 (22966989)|STATEMENT_EXECUTE|[13]
13:29:10.1 (22968256)|STATEMENT_EXECUTE|[14]
13:29:10.1 (22971178)|HEAP_ALLOCATE|[14]|Bytes:24
13:29:10.1 (22975999)|CONSTRUCTOR_ENTRY|[14]|01pO900000BOYJx|<init>()|TfB_CartConfigurationServiceHelper.Configuration
13:29:10.1 (22981765)|VARIABLE_SCOPE_BEGIN|[31]|this|TfB_CartConfigurationServiceHelper.Configuration|true|false
13:29:10.1 (22998321)|VARIABLE_ASSIGNMENT|[31]|this|{}|0x22b93b99
13:29:10.1 (23011262)|STATEMENT_EXECUTE|[31]
13:29:10.1 (23013840)|STATEMENT_EXECUTE|[32]
13:29:10.1 (23015242)|STATEMENT_EXECUTE|[33]
13:29:10.1 (23016516)|STATEMENT_EXECUTE|[34]
13:29:10.1 (23017810)|STATEMENT_EXECUTE|[35]
13:29:10.1 (23019090)|STATEMENT_EXECUTE|[36]
13:29:10.1 (23021858)|CONSTRUCTOR_EXIT|[14]|01pO900000BOYJx|<init>()|TfB_CartConfigurationServiceHelper.Configuration
13:29:10.1 (23027507)|VARIABLE_SCOPE_BEGIN|[14]|configuration|TfB_CartConfigurationServiceHelper.Configuration|true|false
13:29:10.1 (23041694)|VARIABLE_ASSIGNMENT|[14]|configuration|{}|0x22b93b99
13:29:10.1 (23046213)|STATEMENT_EXECUTE|[15]
13:29:10.1 (23051769)|HEAP_ALLOCATE|[15]|Bytes:4
13:29:10.1 (23055962)|SYSTEM_CONSTRUCTOR_ENTRY|[15]|<init>()
13:29:10.1 (23060162)|SYSTEM_CONSTRUCTOR_EXIT|[15]|<init>()
13:29:10.1 (23068793)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:29:10.1 (23074274)|VARIABLE_ASSIGNMENT|[15]|this.offerSubTypeValues|[]|0x22b93b99
13:29:10.1 (23079286)|STATEMENT_EXECUTE|[16]
13:29:10.1 (23082955)|HEAP_ALLOCATE|[16]|Bytes:4
13:29:10.1 (23086295)|SYSTEM_CONSTRUCTOR_ENTRY|[16]|<init>()
13:29:10.1 (23089870)|SYSTEM_CONSTRUCTOR_EXIT|[16]|<init>()
13:29:10.1 (23095892)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:29:10.1 (23100472)|VARIABLE_ASSIGNMENT|[16]|this.addOnSubTypeValues|[]|0x22b93b99
13:29:10.1 (23105137)|STATEMENT_EXECUTE|[17]
13:29:10.1 (23109925)|VARIABLE_ASSIGNMENT|[17]|this.numberOfLines|"2"|0x22b93b99
13:29:10.1 (23114219)|STATEMENT_EXECUTE|[18]
13:29:10.1 (23117254)|HEAP_ALLOCATE|[18]|Bytes:5
13:29:10.1 (23122627)|VARIABLE_ASSIGNMENT|[18]|this.showNewCustomerFlow|true|0x22b93b99
13:29:10.1 (23127257)|STATEMENT_EXECUTE|[19]
13:29:10.1 (23129816)|HEAP_ALLOCATE|[19]|Bytes:5
13:29:10.1 (23134620)|VARIABLE_ASSIGNMENT|[19]|this.showAALFlow|false|0x22b93b99
13:29:10.1 (23139650)|STATEMENT_EXECUTE|[20]
13:29:10.1 (23143915)|METHOD_EXIT|[6]|01pO900000BOYJx|TfB_CartConfigurationServiceHelper.getConfiguration()
13:29:10.1 (23151033)|VARIABLE_ASSIGNMENT|[6]|this.byodPlans|0x22b93b99|0x2f48752f
13:29:10.1 (23155875)|STATEMENT_EXECUTE|[7]
13:29:10.1 (23160006)|METHOD_ENTRY|[7]|01pO900000BOYJx|TfB_CartConfigurationServiceHelper.getConfiguration()
13:29:10.1 (23184162)|HEAP_ALLOCATE|[14]|Bytes:5
13:29:10.1 (23187337)|STATEMENT_EXECUTE|[13]
13:29:10.1 (23188617)|STATEMENT_EXECUTE|[14]
13:29:10.1 (23191959)|HEAP_ALLOCATE|[14]|Bytes:24
13:29:10.1 (23196023)|CONSTRUCTOR_ENTRY|[14]|01pO900000BOYJx|<init>()|TfB_CartConfigurationServiceHelper.Configuration
13:29:10.1 (23201502)|VARIABLE_SCOPE_BEGIN|[31]|this|TfB_CartConfigurationServiceHelper.Configuration|true|false
13:29:10.1 (23215198)|VARIABLE_ASSIGNMENT|[31]|this|{}|0x7222b4cc
13:29:10.1 (23226184)|STATEMENT_EXECUTE|[31]
13:29:10.1 (23232531)|STATEMENT_EXECUTE|[32]
13:29:10.1 (23233768)|STATEMENT_EXECUTE|[33]
13:29:10.1 (23235037)|STATEMENT_EXECUTE|[34]
13:29:10.1 (23236294)|STATEMENT_EXECUTE|[35]
13:29:10.1 (23237593)|STATEMENT_EXECUTE|[36]
13:29:10.1 (23240256)|CONSTRUCTOR_EXIT|[14]|01pO900000BOYJx|<init>()|TfB_CartConfigurationServiceHelper.Configuration
13:29:10.1 (23245934)|VARIABLE_SCOPE_BEGIN|[14]|configuration|TfB_CartConfigurationServiceHelper.Configuration|true|false
13:29:10.1 (23259931)|VARIABLE_ASSIGNMENT|[14]|configuration|{}|0x7222b4cc
13:29:10.1 (23264763)|STATEMENT_EXECUTE|[15]
13:29:10.1 (23270143)|HEAP_ALLOCATE|[15]|Bytes:4
13:29:10.1 (23274351)|SYSTEM_CONSTRUCTOR_ENTRY|[15]|<init>()
13:29:10.1 (23278318)|SYSTEM_CONSTRUCTOR_EXIT|[15]|<init>()
13:29:10.1 (23286616)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:29:10.1 (23291783)|VARIABLE_ASSIGNMENT|[15]|this.offerSubTypeValues|[]|0x7222b4cc
13:29:10.1 (23295937)|STATEMENT_EXECUTE|[16]
13:29:10.1 (23299371)|HEAP_ALLOCATE|[16]|Bytes:4
13:29:10.1 (23303089)|SYSTEM_CONSTRUCTOR_ENTRY|[16]|<init>()
13:29:10.1 (23306694)|SYSTEM_CONSTRUCTOR_EXIT|[16]|<init>()
13:29:10.1 (23312976)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:29:10.1 (23317565)|VARIABLE_ASSIGNMENT|[16]|this.addOnSubTypeValues|[]|0x7222b4cc
13:29:10.1 (23322398)|STATEMENT_EXECUTE|[17]
13:29:10.1 (23326523)|VARIABLE_ASSIGNMENT|[17]|this.numberOfLines|"2"|0x7222b4cc
13:29:10.1 (23330415)|STATEMENT_EXECUTE|[18]
13:29:10.1 (23333771)|HEAP_ALLOCATE|[18]|Bytes:5
13:29:10.1 (23338976)|VARIABLE_ASSIGNMENT|[18]|this.showNewCustomerFlow|true|0x7222b4cc
13:29:10.1 (23343451)|STATEMENT_EXECUTE|[19]
13:29:10.1 (23346061)|HEAP_ALLOCATE|[19]|Bytes:5
13:29:10.1 (23351146)|VARIABLE_ASSIGNMENT|[19]|this.showAALFlow|false|0x7222b4cc
13:29:10.1 (23355563)|STATEMENT_EXECUTE|[20]
13:29:10.1 (23359430)|METHOD_EXIT|[7]|01pO900000BOYJx|TfB_CartConfigurationServiceHelper.getConfiguration()
13:29:10.1 (23366401)|VARIABLE_ASSIGNMENT|[7]|this.devices|0x7222b4cc|0x2f48752f
13:29:10.1 (23371356)|STATEMENT_EXECUTE|[8]
13:29:10.1 (23375227)|METHOD_ENTRY|[8]|01pO900000BOYJx|TfB_CartConfigurationServiceHelper.getConfiguration()
13:29:10.1 (23385732)|HEAP_ALLOCATE|[14]|Bytes:5
13:29:10.1 (23388781)|STATEMENT_EXECUTE|[13]
13:29:10.1 (23390098)|STATEMENT_EXECUTE|[14]
13:29:10.1 (23392493)|HEAP_ALLOCATE|[14]|Bytes:24
13:29:10.1 (23396241)|CONSTRUCTOR_ENTRY|[14]|01pO900000BOYJx|<init>()|TfB_CartConfigurationServiceHelper.Configuration
13:29:10.1 (23401784)|VARIABLE_SCOPE_BEGIN|[31]|this|TfB_CartConfigurationServiceHelper.Configuration|true|false
13:29:10.1 (23415991)|VARIABLE_ASSIGNMENT|[31]|this|{}|0x12a7371a
13:29:10.1 (23427456)|STATEMENT_EXECUTE|[31]
13:29:10.1 (23428773)|STATEMENT_EXECUTE|[32]
13:29:10.1 (23430087)|STATEMENT_EXECUTE|[33]
13:29:10.1 (23431366)|STATEMENT_EXECUTE|[34]
13:29:10.1 (23432624)|STATEMENT_EXECUTE|[35]
13:29:10.1 (23433896)|STATEMENT_EXECUTE|[36]
13:29:10.1 (23437013)|CONSTRUCTOR_EXIT|[14]|01pO900000BOYJx|<init>()|TfB_CartConfigurationServiceHelper.Configuration
13:29:10.1 (23442471)|VARIABLE_SCOPE_BEGIN|[14]|configuration|TfB_CartConfigurationServiceHelper.Configuration|true|false
13:29:10.1 (23455595)|VARIABLE_ASSIGNMENT|[14]|configuration|{}|0x12a7371a
13:29:10.1 (23460385)|STATEMENT_EXECUTE|[15]
13:29:10.1 (23464697)|HEAP_ALLOCATE|[15]|Bytes:4
13:29:10.1 (23468336)|SYSTEM_CONSTRUCTOR_ENTRY|[15]|<init>()
13:29:10.1 (23472003)|SYSTEM_CONSTRUCTOR_EXIT|[15]|<init>()
13:29:10.1 (23479233)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:29:10.1 (23484147)|VARIABLE_ASSIGNMENT|[15]|this.offerSubTypeValues|[]|0x12a7371a
13:29:10.1 (23488896)|STATEMENT_EXECUTE|[16]
13:29:10.1 (23492655)|HEAP_ALLOCATE|[16]|Bytes:4
13:29:10.1 (23496536)|SYSTEM_CONSTRUCTOR_ENTRY|[16]|<init>()
13:29:10.1 (23500060)|SYSTEM_CONSTRUCTOR_EXIT|[16]|<init>()
13:29:10.1 (23506628)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:29:10.1 (23511463)|VARIABLE_ASSIGNMENT|[16]|this.addOnSubTypeValues|[]|0x12a7371a
13:29:10.1 (23516303)|STATEMENT_EXECUTE|[17]
