63.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DATA_ACCESS,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,INFO
13:47:13.1 (33323795)|HEAP_ALLOCATE|[390]|Bytes:4
13:47:13.1 (33327802)|VARIABLE_ASSIGNMENT|[390]|i|2
13:47:13.1 (33335742)|STATEMENT_EXECUTE|[405]
13:47:13.1 (33336751)|STATEMENT_EXECUTE|[409]
13:47:13.1 (33343398)|METHOD_EXIT|[20]|01p830000009tWU|TestDataFactoryClass.createUser(Integer, Boolean)
13:47:13.1 (33347842)|VARIABLE_SCOPE_BEGIN|[20]|userList|List<User>|true|false
13:47:13.1 (33376999)|VARIABLE_ASSIGNMENT|[20]|userList|[{"Alias":"stnd0","Email":"0standarduser0219202 (22 more) ...","EmailEncodingKey":"UTF-8","LastName":"Testing0","LanguageLocaleKey":"en_US","LocaleSidKey":"en_US","ProfileId":"00e83000000LrWuAAK","TimeZoneSidKey":"America/Los_Angeles","Username":"0TestUser02192025134 (18 more) ...","Title":"Developer0","City":"Bengaluru0"},{"Alias":"stnd1","Email":"1standarduser0219202 (22 more) ...","EmailEncodingKey":"UTF-8","LastName":"Testing1","LanguageLocaleKey":"en_US","LocaleSidKey":"en_US","ProfileId":"00e83000000LrWuAAK","TimeZoneSidKey":"America/Los_Angeles","Username":"1TestUser02192025134 (18 more) ...","Title":"Developer1","City":"Bengaluru1"}]|0x3152b09d
13:47:13.1 (33384043)|STATEMENT_EXECUTE|[22]
13:47:13.1 (33385915)|HEAP_ALLOCATE|[22]|Bytes:18
13:47:13.1 (33397712)|HEAP_ALLOCATE|[22]|Bytes:48
13:47:13.1 (33439263)|VARIABLE_ASSIGNMENT|[22]|this.FirstName|"BackOffice Transfr"|0x7834fd2b
13:47:13.1 (33443238)|STATEMENT_EXECUTE|[23]
13:47:13.1 (33449916)|HEAP_ALLOCATE|[23]|Bytes:8
13:47:13.1 (33466216)|HEAP_ALLOCATE|[23]|Bytes:52
13:47:13.1 (33502645)|VARIABLE_ASSIGNMENT|[23]|this.ProfileId|"00e83000000LrWuAAK"|0x7834fd2b
13:47:13.1 (33506344)|STATEMENT_EXECUTE|[24]
13:47:13.1 (33508063)|HEAP_ALLOCATE|[24]|Bytes:16
13:47:13.1 (33512282)|HEAP_ALLOCATE|[24]|Bytes:52
13:47:13.1 (33532928)|VARIABLE_ASSIGNMENT|[24]|this.LastName|"transferFromUser"|0x7834fd2b
13:47:13.1 (33536306)|STATEMENT_EXECUTE|[25]
13:47:13.1 (33537743)|HEAP_ALLOCATE|[25]|Bytes:12
13:47:13.1 (33541250)|HEAP_ALLOCATE|[25]|Bytes:52
13:47:13.1 (33572292)|VARIABLE_ASSIGNMENT|[25]|this.Persona__c|"System Admin"|0x7834fd2b
13:47:13.1 (33575880)|STATEMENT_EXECUTE|[27]
13:47:13.1 (33578989)|HEAP_ALLOCATE|[27]|Bytes:48
13:47:13.1 (33595353)|VARIABLE_ASSIGNMENT|[27]|this.FirstName|"BackOffice Transfr"|0x7e0315d1
13:47:13.1 (33598728)|STATEMENT_EXECUTE|[28]
13:47:13.1 (33601710)|HEAP_ALLOCATE|[28]|Bytes:8
13:47:13.1 (33607399)|HEAP_ALLOCATE|[28]|Bytes:52
13:47:13.1 (33625095)|VARIABLE_ASSIGNMENT|[28]|this.ProfileId|"00e83000000LrWuAAK"|0x7e0315d1
13:47:13.1 (33628692)|STATEMENT_EXECUTE|[29]
13:47:13.1 (33630149)|HEAP_ALLOCATE|[29]|Bytes:14
13:47:13.1 (33633815)|HEAP_ALLOCATE|[29]|Bytes:52
13:47:13.1 (33649130)|VARIABLE_ASSIGNMENT|[29]|this.LastName|"transferToUser"|0x7e0315d1
13:47:13.1 (33652750)|STATEMENT_EXECUTE|[30]
13:47:13.1 (33655848)|HEAP_ALLOCATE|[30]|Bytes:52
13:47:13.1 (33670194)|VARIABLE_ASSIGNMENT|[30]|this.Persona__c|"System Admin"|0x7e0315d1
13:47:13.1 (33673458)|STATEMENT_EXECUTE|[32]
13:47:13.1 (33772364)|DML_BEGIN|[32]|Op:Insert|Type:User|Rows:2
13:47:13.1 (33826894)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
13:47:13.1 (66182706)|CODE_UNIT_STARTED|[EXTERNAL]|Flow:User
13:47:13.1 (66211814)|CODE_UNIT_FINISHED|Flow:User
13:47:13.85 (85391999)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
13:47:13.85 (85636948)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
13:47:13.85 (87070785)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
13:47:13.85 (87091881)|VARIABLE_SCOPE_BEGIN|[1]|this|vlocity_cmt.User|true|false
13:47:13.85 (87171310)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x99fc961
13:47:13.93 (93601206)|CUMULATIVE_LIMIT_USAGE
13:47:13.93 (93601206)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 2 out of 100
  Number of query rows: 2 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 1 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 2 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

13:47:13.93 (93601206)|CUMULATIVE_LIMIT_USAGE_END

13:47:13.95 (95240024)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
13:47:13.95 (95395279)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
13:47:13.95 (95405061)|VARIABLE_SCOPE_BEGIN|[1]|this|vlocity_cmt.XOMUserTrigger|true|false
13:47:13.95 (95472398)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x146a1303
13:47:13.167 (167356408)|CUMULATIVE_LIMIT_USAGE
13:47:13.167 (167356408)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 2 out of 100
  Number of query rows: 2 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 1 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 2 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

13:47:13.167 (167356408)|CUMULATIVE_LIMIT_USAGE_END

13:47:13.169 (203446659)|ENTERING_MANAGED_PKG|FMOppMgr
13:47:13.203 (203752625)|CUMULATIVE_LIMIT_USAGE
13:47:13.203 (203752625)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 2 out of 100
  Number of query rows: 2 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 1 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 2 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

13:47:13.203 (203752625)|CUMULATIVE_LIMIT_USAGE_END

13:47:13.1 (206110686)|CODE_UNIT_STARTED|[EXTERNAL]|01q830000008Vdg|UserTrigger on User trigger event BeforeInsert|__sfdc_trigger/UserTrigger
13:47:13.1 (206150766)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
13:47:13.1 (206267242)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:13.1 (206277455)|VARIABLE_SCOPE_BEGIN|[7]|this|UserTrigger|true|false
13:47:13.1 (206310709)|VARIABLE_ASSIGNMENT|[7]|this|{}|0x36c71cdd
13:47:13.1 (206345015)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:47:13.1 (206354047)|VARIABLE_SCOPE_BEGIN|[7]|this|UserTrigger|true|false
13:47:13.1 (206361913)|VARIABLE_ASSIGNMENT|[7]|this|{}|0x36c71cdd
13:47:13.1 (206366791)|STATEMENT_EXECUTE|[7]
13:47:13.1 (206367938)|STATEMENT_EXECUTE|[8]
13:47:13.1 (210437391)|VARIABLE_SCOPE_BEGIN|[11]|TriggerFactory.bypassTrigger|Boolean|false|true
13:47:13.1 (210532245)|VARIABLE_SCOPE_BEGIN|[14]|TriggerFactory.handlers|List<TriggerHandler__mdt>|true|true
13:47:13.1 (210606424)|VARIABLE_SCOPE_BEGIN|[28]|TriggerFactory.sObjectTriggerHandlers|Map<String,List<TriggerHandler__mdt>>|true|true
13:47:13.1 (210623513)|HEAP_ALLOCATE|[8]|Bytes:16
13:47:13.1 (210631094)|HEAP_ALLOCATE|[8]|Bytes:148
13:47:13.1 (210634037)|HEAP_ALLOCATE|[8]|Bytes:18
13:47:13.1 (210667636)|METHOD_ENTRY|[9]|01p830000009tY1|TriggerFactory.TriggerFactory()
13:47:13.1 (210672437)|STATEMENT_EXECUTE|[9]
13:47:13.1 (210676182)|STATEMENT_EXECUTE|[9]
13:47:13.1 (211328400)|SYSTEM_MODE_ENTER|false
13:47:13.1 (211341330)|HEAP_ALLOCATE|[11]|Bytes:5
13:47:13.1 (211345591)|STATEMENT_EXECUTE|[11]
13:47:13.1 (211350712)|HEAP_ALLOCATE|[11]|Bytes:5
13:47:13.1 (211365624)|VARIABLE_ASSIGNMENT|[11]|TriggerFactory.bypassTrigger|false
13:47:13.1 (211369105)|STATEMENT_EXECUTE|[121]
13:47:13.1 (211374788)|SYSTEM_MODE_EXIT|false
13:47:13.1 (211387957)|METHOD_EXIT|[9]|TriggerFactory
13:47:13.1 (211413850)|METHOD_ENTRY|[8]|01p830000009tY1|TriggerFactory.run(Schema.SObjectType)
13:47:13.1 (211452104)|VARIABLE_SCOPE_BEGIN|[55]|t|Schema.SObjectType|true|false
13:47:13.1 (211540663)|VARIABLE_ASSIGNMENT|[55]|t|"common.apex.runtime.impl.ApexSObjectTypeToken@1c5b602e"|0x1c5b602e
13:47:13.1 (211557638)|SYSTEM_MODE_ENTER|false
13:47:13.1 (211561062)|HEAP_ALLOCATE|[56]|Bytes:5
13:47:13.1 (211567847)|STATEMENT_EXECUTE|[55]
13:47:13.1 (211572879)|STATEMENT_EXECUTE|[56]
13:47:13.1 (211574020)|STATEMENT_EXECUTE|[57]
13:47:13.1 (211622347)|HEAP_ALLOCATE|[57]|Bytes:4
13:47:13.1 (211634160)|HEAP_ALLOCATE|[57]|Bytes:4
13:47:13.1 (211637403)|VARIABLE_SCOPE_BEGIN|[57]|objectName|String|false|false
13:47:13.1 (211645620)|VARIABLE_ASSIGNMENT|[57]|objectName|"User"
13:47:13.1 (211648229)|STATEMENT_EXECUTE|[58]
13:47:13.1 (211661669)|HEAP_ALLOCATE|[58]|Bytes:4
13:47:13.1 (211668106)|VARIABLE_ASSIGNMENT|[58]|objectName|"user"
13:47:13.1 (211670599)|STATEMENT_EXECUTE|[59]
13:47:13.1 (211685414)|HEAP_ALLOCATE|[30]|Bytes:5
13:47:13.1 (211688005)|STATEMENT_EXECUTE|[29]
13:47:13.1 (211690849)|STATEMENT_EXECUTE|[30]
13:47:13.1 (211691887)|STATEMENT_EXECUTE|[31]
13:47:13.1 (211707893)|HEAP_ALLOCATE|[31]|Bytes:4
13:47:13.1 (211742341)|VARIABLE_ASSIGNMENT|[31]|TriggerFactory.sObjectTriggerHandlers|{}|0x4e274258
13:47:13.1 (211756905)|HEAP_ALLOCATE|[16]|Bytes:5
13:47:13.1 (211759204)|STATEMENT_EXECUTE|[15]
13:47:13.1 (211761683)|STATEMENT_EXECUTE|[16]
13:47:13.1 (211762614)|STATEMENT_EXECUTE|[17]
13:47:13.1 (211764579)|HEAP_ALLOCATE|[17]|Bytes:156
13:47:13.1 (211770659)|HEAP_ALLOCATE|[17]|Bytes:4
13:47:13.1 (214147700)|SOQL_EXECUTE_BEGIN|[17]|Aggregations:0|SELECT SObjectType__c, ExecutionOrder__c, DeveloperName FROM TriggerHandler__mdt WHERE BypassExecution__c = FALSE ORDER BY ExecutionOrder__c ASC NULLS FIRST
13:47:13.1 (223586826)|SOQL_EXECUTE_END|[17]|Rows:24
13:47:13.1 (223622049)|HEAP_ALLOCATE|[17]|Bytes:100
13:47:13.1 (223690640)|HEAP_ALLOCATE|[17]|Bytes:3912
13:47:13.1 (223726031)|HEAP_ALLOCATE|[17]|Bytes:100
13:47:13.1 (223756727)|VARIABLE_ASSIGNMENT|[17]|TriggerFactory.handlers|"List of size 24 too large to display"|0x9e557f5
13:47:13.1 (223761309)|STATEMENT_EXECUTE|[22]
13:47:13.1 (223911740)|HEAP_ALLOCATE|[32]|Bytes:5
13:47:13.1 (223942372)|HEAP_ALLOCATE|[32]|Bytes:20
13:47:13.1 (223951497)|VARIABLE_SCOPE_BEGIN|[32]|triggerHandlerMdt|TriggerHandler__mdt|true|false
